#i;ra;ec;corners
1124;9.800000e+01;8.800000e+01;[[96.000000, 86.000000], [100.000000,86.000000], [100.000000,90.000000], [96.000000, 90.000000]]
1125;1.020000e+02;-8.800000e+01;[[100.000000, -90.000000], [104.000000,-90.000000], [104.000000,-86.000000], [100.000000, -86.000000]]
1126;1.020000e+02;-8.400000e+01;[[100.000000, -86.000000], [104.000000,-86.000000], [104.000000,-82.000000], [100.000000, -82.000000]]
1127;1.020000e+02;-8.000000e+01;[[100.000000, -82.000000], [104.000000,-82.000000], [104.000000,-78.000000], [100.000000, -78.000000]]
1128;1.020000e+02;-7.600000e+01;[[100.000000, -78.000000], [104.000000,-78.000000], [104.000000,-74.000000], [100.000000, -74.000000]]
1129;1.020000e+02;-7.200000e+01;[[100.000000, -74.000000], [104.000000,-74.000000], [104.000000,-70.000000], [100.000000, -70.000000]]
1130;1.020000e+02;-6.800000e+01;[[100.000000, -70.000000], [104.000000,-70.000000], [104.000000,-66.000000], [100.000000, -66.000000]]
1131;1.020000e+02;-6.400000e+01;[[100.000000, -66.000000], [104.000000,-66.000000], [104.000000,-62.000000], [100.000000, -62.000000]]
1132;1.020000e+02;-6.000000e+01;[[100.000000, -62.000000], [104.000000,-62.000000], [104.000000,-58.000000], [100.000000, -58.000000]]
1133;1.020000e+02;-5.600000e+01;[[100.000000, -58.000000], [104.000000,-58.000000], [104.000000,-54.000000], [100.000000, -54.000000]]
1134;1.020000e+02;-5.200000e+01;[[100.000000, -54.000000], [104.000000,-54.000000], [104.000000,-50.000000], [100.000000, -50.000000]]
1135;1.020000e+02;-4.800000e+01;[[100.000000, -50.000000], [104.000000,-50.000000], [104.000000,-46.000000], [100.000000, -46.000000]]
1136;1.020000e+02;-4.400000e+01;[[100.000000, -46.000000], [104.000000,-46.000000], [104.000000,-42.000000], [100.000000, -42.000000]]
1137;1.020000e+02;-4.000000e+01;[[100.000000, -42.000000], [104.000000,-42.000000], [104.000000,-38.000000], [100.000000, -38.000000]]
1138;1.020000e+02;-3.600000e+01;[[100.000000, -38.000000], [104.000000,-38.000000], [104.000000,-34.000000], [100.000000, -34.000000]]
1139;1.020000e+02;-3.200000e+01;[[100.000000, -34.000000], [104.000000,-34.000000], [104.000000,-30.000000], [100.000000, -30.000000]]
1140;1.020000e+02;-2.800000e+01;[[100.000000, -30.000000], [104.000000,-30.000000], [104.000000,-26.000000], [100.000000, -26.000000]]
1141;1.020000e+02;-2.400000e+01;[[100.000000, -26.000000], [104.000000,-26.000000], [104.000000,-22.000000], [100.000000, -22.000000]]
1142;1.020000e+02;-2.000000e+01;[[100.000000, -22.000000], [104.000000,-22.000000], [104.000000,-18.000000], [100.000000, -18.000000]]
1143;1.020000e+02;-1.600000e+01;[[100.000000, -18.000000], [104.000000,-18.000000], [104.000000,-14.000000], [100.000000, -14.000000]]
1144;1.020000e+02;-1.200000e+01;[[100.000000, -14.000000], [104.000000,-14.000000], [104.000000,-10.000000], [100.000000, -10.000000]]
1145;1.020000e+02;-8.000000e+00;[[100.000000, -10.000000], [104.000000,-10.000000], [104.000000,-6.000000], [100.000000, -6.000000]]
1146;1.020000e+02;-4.000000e+00;[[100.000000, -6.000000], [104.000000,-6.000000], [104.000000,-2.000000], [100.000000, -2.000000]]
1147;1.020000e+02;0.000000e+00;[[100.000000, -2.000000], [104.000000,-2.000000], [104.000000,2.000000], [100.000000, 2.000000]]
1148;1.020000e+02;4.000000e+00;[[100.000000, 2.000000], [104.000000,2.000000], [104.000000,6.000000], [100.000000, 6.000000]]
1149;1.020000e+02;8.000000e+00;[[100.000000, 6.000000], [104.000000,6.000000], [104.000000,10.000000], [100.000000, 10.000000]]
1150;1.020000e+02;1.200000e+01;[[100.000000, 10.000000], [104.000000,10.000000], [104.000000,14.000000], [100.000000, 14.000000]]
1151;1.020000e+02;1.600000e+01;[[100.000000, 14.000000], [104.000000,14.000000], [104.000000,18.000000], [100.000000, 18.000000]]
1152;1.020000e+02;2.000000e+01;[[100.000000, 18.000000], [104.000000,18.000000], [104.000000,22.000000], [100.000000, 22.000000]]
1153;1.020000e+02;2.400000e+01;[[100.000000, 22.000000], [104.000000,22.000000], [104.000000,26.000000], [100.000000, 26.000000]]
1154;1.020000e+02;2.800000e+01;[[100.000000, 26.000000], [104.000000,26.000000], [104.000000,30.000000], [100.000000, 30.000000]]
1155;1.020000e+02;3.200000e+01;[[100.000000, 30.000000], [104.000000,30.000000], [104.000000,34.000000], [100.000000, 34.000000]]
1156;1.020000e+02;3.600000e+01;[[100.000000, 34.000000], [104.000000,34.000000], [104.000000,38.000000], [100.000000, 38.000000]]
1157;1.020000e+02;4.000000e+01;[[100.000000, 38.000000], [104.000000,38.000000], [104.000000,42.000000], [100.000000, 42.000000]]
1158;1.020000e+02;4.400000e+01;[[100.000000, 42.000000], [104.000000,42.000000], [104.000000,46.000000], [100.000000, 46.000000]]
1159;1.020000e+02;4.800000e+01;[[100.000000, 46.000000], [104.000000,46.000000], [104.000000,50.000000], [100.000000, 50.000000]]
1160;1.020000e+02;5.200000e+01;[[100.000000, 50.000000], [104.000000,50.000000], [104.000000,54.000000], [100.000000, 54.000000]]
1161;1.020000e+02;5.600000e+01;[[100.000000, 54.000000], [104.000000,54.000000], [104.000000,58.000000], [100.000000, 58.000000]]
1162;1.020000e+02;6.000000e+01;[[100.000000, 58.000000], [104.000000,58.000000], [104.000000,62.000000], [100.000000, 62.000000]]
1163;1.020000e+02;6.400000e+01;[[100.000000, 62.000000], [104.000000,62.000000], [104.000000,66.000000], [100.000000, 66.000000]]
1164;1.020000e+02;6.800000e+01;[[100.000000, 66.000000], [104.000000,66.000000], [104.000000,70.000000], [100.000000, 70.000000]]
1165;1.020000e+02;7.200000e+01;[[100.000000, 70.000000], [104.000000,70.000000], [104.000000,74.000000], [100.000000, 74.000000]]
1166;1.020000e+02;7.600000e+01;[[100.000000, 74.000000], [104.000000,74.000000], [104.000000,78.000000], [100.000000, 78.000000]]
1167;1.020000e+02;8.000000e+01;[[100.000000, 78.000000], [104.000000,78.000000], [104.000000,82.000000], [100.000000, 82.000000]]
1168;1.020000e+02;8.400000e+01;[[100.000000, 82.000000], [104.000000,82.000000], [104.000000,86.000000], [100.000000, 86.000000]]
1169;1.020000e+02;8.800000e+01;[[100.000000, 86.000000], [104.000000,86.000000], [104.000000,90.000000], [100.000000, 90.000000]]
1170;1.060000e+02;-8.800000e+01;[[104.000000, -90.000000], [108.000000,-90.000000], [108.000000,-86.000000], [104.000000, -86.000000]]
1171;1.060000e+02;-8.400000e+01;[[104.000000, -86.000000], [108.000000,-86.000000], [108.000000,-82.000000], [104.000000, -82.000000]]
1172;1.060000e+02;-8.000000e+01;[[104.000000, -82.000000], [108.000000,-82.000000], [108.000000,-78.000000], [104.000000, -78.000000]]
1173;1.060000e+02;-7.600000e+01;[[104.000000, -78.000000], [108.000000,-78.000000], [108.000000,-74.000000], [104.000000, -74.000000]]
1174;1.060000e+02;-7.200000e+01;[[104.000000, -74.000000], [108.000000,-74.000000], [108.000000,-70.000000], [104.000000, -70.000000]]
1175;1.060000e+02;-6.800000e+01;[[104.000000, -70.000000], [108.000000,-70.000000], [108.000000,-66.000000], [104.000000, -66.000000]]
1176;1.060000e+02;-6.400000e+01;[[104.000000, -66.000000], [108.000000,-66.000000], [108.000000,-62.000000], [104.000000, -62.000000]]
1177;1.060000e+02;-6.000000e+01;[[104.000000, -62.000000], [108.000000,-62.000000], [108.000000,-58.000000], [104.000000, -58.000000]]
1178;1.060000e+02;-5.600000e+01;[[104.000000, -58.000000], [108.000000,-58.000000], [108.000000,-54.000000], [104.000000, -54.000000]]
1179;1.060000e+02;-5.200000e+01;[[104.000000, -54.000000], [108.000000,-54.000000], [108.000000,-50.000000], [104.000000, -50.000000]]
1180;1.060000e+02;-4.800000e+01;[[104.000000, -50.000000], [108.000000,-50.000000], [108.000000,-46.000000], [104.000000, -46.000000]]
1181;1.060000e+02;-4.400000e+01;[[104.000000, -46.000000], [108.000000,-46.000000], [108.000000,-42.000000], [104.000000, -42.000000]]
1182;1.060000e+02;-4.000000e+01;[[104.000000, -42.000000], [108.000000,-42.000000], [108.000000,-38.000000], [104.000000, -38.000000]]
1183;1.060000e+02;-3.600000e+01;[[104.000000, -38.000000], [108.000000,-38.000000], [108.000000,-34.000000], [104.000000, -34.000000]]
1184;1.060000e+02;-3.200000e+01;[[104.000000, -34.000000], [108.000000,-34.000000], [108.000000,-30.000000], [104.000000, -30.000000]]
1185;1.060000e+02;-2.800000e+01;[[104.000000, -30.000000], [108.000000,-30.000000], [108.000000,-26.000000], [104.000000, -26.000000]]
1186;1.060000e+02;-2.400000e+01;[[104.000000, -26.000000], [108.000000,-26.000000], [108.000000,-22.000000], [104.000000, -22.000000]]
1187;1.060000e+02;-2.000000e+01;[[104.000000, -22.000000], [108.000000,-22.000000], [108.000000,-18.000000], [104.000000, -18.000000]]
1188;1.060000e+02;-1.600000e+01;[[104.000000, -18.000000], [108.000000,-18.000000], [108.000000,-14.000000], [104.000000, -14.000000]]
1189;1.060000e+02;-1.200000e+01;[[104.000000, -14.000000], [108.000000,-14.000000], [108.000000,-10.000000], [104.000000, -10.000000]]
1190;1.060000e+02;-8.000000e+00;[[104.000000, -10.000000], [108.000000,-10.000000], [108.000000,-6.000000], [104.000000, -6.000000]]
1191;1.060000e+02;-4.000000e+00;[[104.000000, -6.000000], [108.000000,-6.000000], [108.000000,-2.000000], [104.000000, -2.000000]]
1192;1.060000e+02;0.000000e+00;[[104.000000, -2.000000], [108.000000,-2.000000], [108.000000,2.000000], [104.000000, 2.000000]]
1193;1.060000e+02;4.000000e+00;[[104.000000, 2.000000], [108.000000,2.000000], [108.000000,6.000000], [104.000000, 6.000000]]
1194;1.060000e+02;8.000000e+00;[[104.000000, 6.000000], [108.000000,6.000000], [108.000000,10.000000], [104.000000, 10.000000]]
1195;1.060000e+02;1.200000e+01;[[104.000000, 10.000000], [108.000000,10.000000], [108.000000,14.000000], [104.000000, 14.000000]]
1196;1.060000e+02;1.600000e+01;[[104.000000, 14.000000], [108.000000,14.000000], [108.000000,18.000000], [104.000000, 18.000000]]
1197;1.060000e+02;2.000000e+01;[[104.000000, 18.000000], [108.000000,18.000000], [108.000000,22.000000], [104.000000, 22.000000]]
1198;1.060000e+02;2.400000e+01;[[104.000000, 22.000000], [108.000000,22.000000], [108.000000,26.000000], [104.000000, 26.000000]]
1199;1.060000e+02;2.800000e+01;[[104.000000, 26.000000], [108.000000,26.000000], [108.000000,30.000000], [104.000000, 30.000000]]
1200;1.060000e+02;3.200000e+01;[[104.000000, 30.000000], [108.000000,30.000000], [108.000000,34.000000], [104.000000, 34.000000]]
1201;1.060000e+02;3.600000e+01;[[104.000000, 34.000000], [108.000000,34.000000], [108.000000,38.000000], [104.000000, 38.000000]]
1202;1.060000e+02;4.000000e+01;[[104.000000, 38.000000], [108.000000,38.000000], [108.000000,42.000000], [104.000000, 42.000000]]
1203;1.060000e+02;4.400000e+01;[[104.000000, 42.000000], [108.000000,42.000000], [108.000000,46.000000], [104.000000, 46.000000]]
1204;1.060000e+02;4.800000e+01;[[104.000000, 46.000000], [108.000000,46.000000], [108.000000,50.000000], [104.000000, 50.000000]]
1205;1.060000e+02;5.200000e+01;[[104.000000, 50.000000], [108.000000,50.000000], [108.000000,54.000000], [104.000000, 54.000000]]
1206;1.060000e+02;5.600000e+01;[[104.000000, 54.000000], [108.000000,54.000000], [108.000000,58.000000], [104.000000, 58.000000]]
1207;1.060000e+02;6.000000e+01;[[104.000000, 58.000000], [108.000000,58.000000], [108.000000,62.000000], [104.000000, 62.000000]]
1208;1.060000e+02;6.400000e+01;[[104.000000, 62.000000], [108.000000,62.000000], [108.000000,66.000000], [104.000000, 66.000000]]
1209;1.060000e+02;6.800000e+01;[[104.000000, 66.000000], [108.000000,66.000000], [108.000000,70.000000], [104.000000, 70.000000]]
1210;1.060000e+02;7.200000e+01;[[104.000000, 70.000000], [108.000000,70.000000], [108.000000,74.000000], [104.000000, 74.000000]]
1211;1.060000e+02;7.600000e+01;[[104.000000, 74.000000], [108.000000,74.000000], [108.000000,78.000000], [104.000000, 78.000000]]
1212;1.060000e+02;8.000000e+01;[[104.000000, 78.000000], [108.000000,78.000000], [108.000000,82.000000], [104.000000, 82.000000]]
1213;1.060000e+02;8.400000e+01;[[104.000000, 82.000000], [108.000000,82.000000], [108.000000,86.000000], [104.000000, 86.000000]]
1214;1.060000e+02;8.800000e+01;[[104.000000, 86.000000], [108.000000,86.000000], [108.000000,90.000000], [104.000000, 90.000000]]
1216;1.100000e+02;-8.400000e+01;[[108.000000, -86.000000], [112.000000,-86.000000], [112.000000,-82.000000], [108.000000, -82.000000]]
1217;1.100000e+02;-8.000000e+01;[[108.000000, -82.000000], [112.000000,-82.000000], [112.000000,-78.000000], [108.000000, -78.000000]]
1218;1.100000e+02;-7.600000e+01;[[108.000000, -78.000000], [112.000000,-78.000000], [112.000000,-74.000000], [108.000000, -74.000000]]
1219;1.100000e+02;-7.200000e+01;[[108.000000, -74.000000], [112.000000,-74.000000], [112.000000,-70.000000], [108.000000, -70.000000]]
1220;1.100000e+02;-6.800000e+01;[[108.000000, -70.000000], [112.000000,-70.000000], [112.000000,-66.000000], [108.000000, -66.000000]]
1221;1.100000e+02;-6.400000e+01;[[108.000000, -66.000000], [112.000000,-66.000000], [112.000000,-62.000000], [108.000000, -62.000000]]
1222;1.100000e+02;-6.000000e+01;[[108.000000, -62.000000], [112.000000,-62.000000], [112.000000,-58.000000], [108.000000, -58.000000]]
1223;1.100000e+02;-5.600000e+01;[[108.000000, -58.000000], [112.000000,-58.000000], [112.000000,-54.000000], [108.000000, -54.000000]]
1224;1.100000e+02;-5.200000e+01;[[108.000000, -54.000000], [112.000000,-54.000000], [112.000000,-50.000000], [108.000000, -50.000000]]
1225;1.100000e+02;-4.800000e+01;[[108.000000, -50.000000], [112.000000,-50.000000], [112.000000,-46.000000], [108.000000, -46.000000]]
1226;1.100000e+02;-4.400000e+01;[[108.000000, -46.000000], [112.000000,-46.000000], [112.000000,-42.000000], [108.000000, -42.000000]]
1227;1.100000e+02;-4.000000e+01;[[108.000000, -42.000000], [112.000000,-42.000000], [112.000000,-38.000000], [108.000000, -38.000000]]
1228;1.100000e+02;-3.600000e+01;[[108.000000, -38.000000], [112.000000,-38.000000], [112.000000,-34.000000], [108.000000, -34.000000]]
1229;1.100000e+02;-3.200000e+01;[[108.000000, -34.000000], [112.000000,-34.000000], [112.000000,-30.000000], [108.000000, -30.000000]]
1230;1.100000e+02;-2.800000e+01;[[108.000000, -30.000000], [112.000000,-30.000000], [112.000000,-26.000000], [108.000000, -26.000000]]
1231;1.100000e+02;-2.400000e+01;[[108.000000, -26.000000], [112.000000,-26.000000], [112.000000,-22.000000], [108.000000, -22.000000]]
1232;1.100000e+02;-2.000000e+01;[[108.000000, -22.000000], [112.000000,-22.000000], [112.000000,-18.000000], [108.000000, -18.000000]]
1233;1.100000e+02;-1.600000e+01;[[108.000000, -18.000000], [112.000000,-18.000000], [112.000000,-14.000000], [108.000000, -14.000000]]
1234;1.100000e+02;-1.200000e+01;[[108.000000, -14.000000], [112.000000,-14.000000], [112.000000,-10.000000], [108.000000, -10.000000]]
1235;1.100000e+02;-8.000000e+00;[[108.000000, -10.000000], [112.000000,-10.000000], [112.000000,-6.000000], [108.000000, -6.000000]]
1236;1.100000e+02;-4.000000e+00;[[108.000000, -6.000000], [112.000000,-6.000000], [112.000000,-2.000000], [108.000000, -2.000000]]
1237;1.100000e+02;0.000000e+00;[[108.000000, -2.000000], [112.000000,-2.000000], [112.000000,2.000000], [108.000000, 2.000000]]
1238;1.100000e+02;4.000000e+00;[[108.000000, 2.000000], [112.000000,2.000000], [112.000000,6.000000], [108.000000, 6.000000]]
1239;1.100000e+02;8.000000e+00;[[108.000000, 6.000000], [112.000000,6.000000], [112.000000,10.000000], [108.000000, 10.000000]]
1240;1.100000e+02;1.200000e+01;[[108.000000, 10.000000], [112.000000,10.000000], [112.000000,14.000000], [108.000000, 14.000000]]
1241;1.100000e+02;1.600000e+01;[[108.000000, 14.000000], [112.000000,14.000000], [112.000000,18.000000], [108.000000, 18.000000]]
1242;1.100000e+02;2.000000e+01;[[108.000000, 18.000000], [112.000000,18.000000], [112.000000,22.000000], [108.000000, 22.000000]]
1243;1.100000e+02;2.400000e+01;[[108.000000, 22.000000], [112.000000,22.000000], [112.000000,26.000000], [108.000000, 26.000000]]
1244;1.100000e+02;2.800000e+01;[[108.000000, 26.000000], [112.000000,26.000000], [112.000000,30.000000], [108.000000, 30.000000]]
1245;1.100000e+02;3.200000e+01;[[108.000000, 30.000000], [112.000000,30.000000], [112.000000,34.000000], [108.000000, 34.000000]]
1246;1.100000e+02;3.600000e+01;[[108.000000, 34.000000], [112.000000,34.000000], [112.000000,38.000000], [108.000000, 38.000000]]
1247;1.100000e+02;4.000000e+01;[[108.000000, 38.000000], [112.000000,38.000000], [112.000000,42.000000], [108.000000, 42.000000]]
1248;1.100000e+02;4.400000e+01;[[108.000000, 42.000000], [112.000000,42.000000], [112.000000,46.000000], [108.000000, 46.000000]]
1249;1.100000e+02;4.800000e+01;[[108.000000, 46.000000], [112.000000,46.000000], [112.000000,50.000000], [108.000000, 50.000000]]
1250;1.100000e+02;5.200000e+01;[[108.000000, 50.000000], [112.000000,50.000000], [112.000000,54.000000], [108.000000, 54.000000]]
1251;1.100000e+02;5.600000e+01;[[108.000000, 54.000000], [112.000000,54.000000], [112.000000,58.000000], [108.000000, 58.000000]]
1252;1.100000e+02;6.000000e+01;[[108.000000, 58.000000], [112.000000,58.000000], [112.000000,62.000000], [108.000000, 62.000000]]
1253;1.100000e+02;6.400000e+01;[[108.000000, 62.000000], [112.000000,62.000000], [112.000000,66.000000], [108.000000, 66.000000]]
1254;1.100000e+02;6.800000e+01;[[108.000000, 66.000000], [112.000000,66.000000], [112.000000,70.000000], [108.000000, 70.000000]]
1255;1.100000e+02;7.200000e+01;[[108.000000, 70.000000], [112.000000,70.000000], [112.000000,74.000000], [108.000000, 74.000000]]
1256;1.100000e+02;7.600000e+01;[[108.000000, 74.000000], [112.000000,74.000000], [112.000000,78.000000], [108.000000, 78.000000]]
1257;1.100000e+02;8.000000e+01;[[108.000000, 78.000000], [112.000000,78.000000], [112.000000,82.000000], [108.000000, 82.000000]]
1258;1.100000e+02;8.400000e+01;[[108.000000, 82.000000], [112.000000,82.000000], [112.000000,86.000000], [108.000000, 86.000000]]
1259;1.100000e+02;8.800000e+01;[[108.000000, 86.000000], [112.000000,86.000000], [112.000000,90.000000], [108.000000, 90.000000]]
1260;1.140000e+02;-8.800000e+01;[[112.000000, -90.000000], [116.000000,-90.000000], [116.000000,-86.000000], [112.000000, -86.000000]]
1261;1.140000e+02;-8.400000e+01;[[112.000000, -86.000000], [116.000000,-86.000000], [116.000000,-82.000000], [112.000000, -82.000000]]
1262;1.140000e+02;-8.000000e+01;[[112.000000, -82.000000], [116.000000,-82.000000], [116.000000,-78.000000], [112.000000, -78.000000]]
1263;1.140000e+02;-7.600000e+01;[[112.000000, -78.000000], [116.000000,-78.000000], [116.000000,-74.000000], [112.000000, -74.000000]]
1264;1.140000e+02;-7.200000e+01;[[112.000000, -74.000000], [116.000000,-74.000000], [116.000000,-70.000000], [112.000000, -70.000000]]
1265;1.140000e+02;-6.800000e+01;[[112.000000, -70.000000], [116.000000,-70.000000], [116.000000,-66.000000], [112.000000, -66.000000]]
1266;1.140000e+02;-6.400000e+01;[[112.000000, -66.000000], [116.000000,-66.000000], [116.000000,-62.000000], [112.000000, -62.000000]]
1267;1.140000e+02;-6.000000e+01;[[112.000000, -62.000000], [116.000000,-62.000000], [116.000000,-58.000000], [112.000000, -58.000000]]
1268;1.140000e+02;-5.600000e+01;[[112.000000, -58.000000], [116.000000,-58.000000], [116.000000,-54.000000], [112.000000, -54.000000]]
1269;1.140000e+02;-5.200000e+01;[[112.000000, -54.000000], [116.000000,-54.000000], [116.000000,-50.000000], [112.000000, -50.000000]]
