#i;ra;ec;corners
1649;1.460000e+02;2.800000e+01;[[144.000000, 26.000000], [148.000000,26.000000], [148.000000,30.000000], [144.000000, 30.000000]]
1650;1.460000e+02;3.200000e+01;[[144.000000, 30.000000], [148.000000,30.000000], [148.000000,34.000000], [144.000000, 34.000000]]
1651;1.460000e+02;3.600000e+01;[[144.000000, 34.000000], [148.000000,34.000000], [148.000000,38.000000], [144.000000, 38.000000]]
1652;1.460000e+02;4.000000e+01;[[144.000000, 38.000000], [148.000000,38.000000], [148.000000,42.000000], [144.000000, 42.000000]]
1653;1.460000e+02;4.400000e+01;[[144.000000, 42.000000], [148.000000,42.000000], [148.000000,46.000000], [144.000000, 46.000000]]
1654;1.460000e+02;4.800000e+01;[[144.000000, 46.000000], [148.000000,46.000000], [148.000000,50.000000], [144.000000, 50.000000]]
1655;1.460000e+02;5.200000e+01;[[144.000000, 50.000000], [148.000000,50.000000], [148.000000,54.000000], [144.000000, 54.000000]]
1656;1.460000e+02;5.600000e+01;[[144.000000, 54.000000], [148.000000,54.000000], [148.000000,58.000000], [144.000000, 58.000000]]
1657;1.460000e+02;6.000000e+01;[[144.000000, 58.000000], [148.000000,58.000000], [148.000000,62.000000], [144.000000, 62.000000]]
1658;1.460000e+02;6.400000e+01;[[144.000000, 62.000000], [148.000000,62.000000], [148.000000,66.000000], [144.000000, 66.000000]]
1659;1.460000e+02;6.800000e+01;[[144.000000, 66.000000], [148.000000,66.000000], [148.000000,70.000000], [144.000000, 70.000000]]
1660;1.460000e+02;7.200000e+01;[[144.000000, 70.000000], [148.000000,70.000000], [148.000000,74.000000], [144.000000, 74.000000]]
1661;1.460000e+02;7.600000e+01;[[144.000000, 74.000000], [148.000000,74.000000], [148.000000,78.000000], [144.000000, 78.000000]]
1662;1.460000e+02;8.000000e+01;[[144.000000, 78.000000], [148.000000,78.000000], [148.000000,82.000000], [144.000000, 82.000000]]
1663;1.460000e+02;8.400000e+01;[[144.000000, 82.000000], [148.000000,82.000000], [148.000000,86.000000], [144.000000, 86.000000]]
1664;1.460000e+02;8.800000e+01;[[144.000000, 86.000000], [148.000000,86.000000], [148.000000,90.000000], [144.000000, 90.000000]]
1665;1.500000e+02;-8.800000e+01;[[148.000000, -90.000000], [152.000000,-90.000000], [152.000000,-86.000000], [148.000000, -86.000000]]
1666;1.500000e+02;-8.400000e+01;[[148.000000, -86.000000], [152.000000,-86.000000], [152.000000,-82.000000], [148.000000, -82.000000]]
1667;1.500000e+02;-8.000000e+01;[[148.000000, -82.000000], [152.000000,-82.000000], [152.000000,-78.000000], [148.000000, -78.000000]]
1668;1.500000e+02;-7.600000e+01;[[148.000000, -78.000000], [152.000000,-78.000000], [152.000000,-74.000000], [148.000000, -74.000000]]
1669;1.500000e+02;-7.200000e+01;[[148.000000, -74.000000], [152.000000,-74.000000], [152.000000,-70.000000], [148.000000, -70.000000]]
1670;1.500000e+02;-6.800000e+01;[[148.000000, -70.000000], [152.000000,-70.000000], [152.000000,-66.000000], [148.000000, -66.000000]]
1671;1.500000e+02;-6.400000e+01;[[148.000000, -66.000000], [152.000000,-66.000000], [152.000000,-62.000000], [148.000000, -62.000000]]
1672;1.500000e+02;-6.000000e+01;[[148.000000, -62.000000], [152.000000,-62.000000], [152.000000,-58.000000], [148.000000, -58.000000]]
1673;1.500000e+02;-5.600000e+01;[[148.000000, -58.000000], [152.000000,-58.000000], [152.000000,-54.000000], [148.000000, -54.000000]]
1674;1.500000e+02;-5.200000e+01;[[148.000000, -54.000000], [152.000000,-54.000000], [152.000000,-50.000000], [148.000000, -50.000000]]
1675;1.500000e+02;-4.800000e+01;[[148.000000, -50.000000], [152.000000,-50.000000], [152.000000,-46.000000], [148.000000, -46.000000]]
1676;1.500000e+02;-4.400000e+01;[[148.000000, -46.000000], [152.000000,-46.000000], [152.000000,-42.000000], [148.000000, -42.000000]]
1677;1.500000e+02;-4.000000e+01;[[148.000000, -42.000000], [152.000000,-42.000000], [152.000000,-38.000000], [148.000000, -38.000000]]
1678;1.500000e+02;-3.600000e+01;[[148.000000, -38.000000], [152.000000,-38.000000], [152.000000,-34.000000], [148.000000, -34.000000]]
1679;1.500000e+02;-3.200000e+01;[[148.000000, -34.000000], [152.000000,-34.000000], [152.000000,-30.000000], [148.000000, -30.000000]]
1680;1.500000e+02;-2.800000e+01;[[148.000000, -30.000000], [152.000000,-30.000000], [152.000000,-26.000000], [148.000000, -26.000000]]
1681;1.500000e+02;-2.400000e+01;[[148.000000, -26.000000], [152.000000,-26.000000], [152.000000,-22.000000], [148.000000, -22.000000]]
1682;1.500000e+02;-2.000000e+01;[[148.000000, -22.000000], [152.000000,-22.000000], [152.000000,-18.000000], [148.000000, -18.000000]]
1683;1.500000e+02;-1.600000e+01;[[148.000000, -18.000000], [152.000000,-18.000000], [152.000000,-14.000000], [148.000000, -14.000000]]
1684;1.500000e+02;-1.200000e+01;[[148.000000, -14.000000], [152.000000,-14.000000], [152.000000,-10.000000], [148.000000, -10.000000]]
1685;1.500000e+02;-8.000000e+00;[[148.000000, -10.000000], [152.000000,-10.000000], [152.000000,-6.000000], [148.000000, -6.000000]]
1686;1.500000e+02;-4.000000e+00;[[148.000000, -6.000000], [152.000000,-6.000000], [152.000000,-2.000000], [148.000000, -2.000000]]
1687;1.500000e+02;0.000000e+00;[[148.000000, -2.000000], [152.000000,-2.000000], [152.000000,2.000000], [148.000000, 2.000000]]
1688;1.500000e+02;4.000000e+00;[[148.000000, 2.000000], [152.000000,2.000000], [152.000000,6.000000], [148.000000, 6.000000]]
1689;1.500000e+02;8.000000e+00;[[148.000000, 6.000000], [152.000000,6.000000], [152.000000,10.000000], [148.000000, 10.000000]]
1690;1.500000e+02;1.200000e+01;[[148.000000, 10.000000], [152.000000,10.000000], [152.000000,14.000000], [148.000000, 14.000000]]
1691;1.500000e+02;1.600000e+01;[[148.000000, 14.000000], [152.000000,14.000000], [152.000000,18.000000], [148.000000, 18.000000]]
1692;1.500000e+02;2.000000e+01;[[148.000000, 18.000000], [152.000000,18.000000], [152.000000,22.000000], [148.000000, 22.000000]]
1693;1.500000e+02;2.400000e+01;[[148.000000, 22.000000], [152.000000,22.000000], [152.000000,26.000000], [148.000000, 26.000000]]
1694;1.500000e+02;2.800000e+01;[[148.000000, 26.000000], [152.000000,26.000000], [152.000000,30.000000], [148.000000, 30.000000]]
1695;1.500000e+02;3.200000e+01;[[148.000000, 30.000000], [152.000000,30.000000], [152.000000,34.000000], [148.000000, 34.000000]]
1696;1.500000e+02;3.600000e+01;[[148.000000, 34.000000], [152.000000,34.000000], [152.000000,38.000000], [148.000000, 38.000000]]
1697;1.500000e+02;4.000000e+01;[[148.000000, 38.000000], [152.000000,38.000000], [152.000000,42.000000], [148.000000, 42.000000]]
1698;1.500000e+02;4.400000e+01;[[148.000000, 42.000000], [152.000000,42.000000], [152.000000,46.000000], [148.000000, 46.000000]]
1699;1.500000e+02;4.800000e+01;[[148.000000, 46.000000], [152.000000,46.000000], [152.000000,50.000000], [148.000000, 50.000000]]
1700;1.500000e+02;5.200000e+01;[[148.000000, 50.000000], [152.000000,50.000000], [152.000000,54.000000], [148.000000, 54.000000]]
1701;1.500000e+02;5.600000e+01;[[148.000000, 54.000000], [152.000000,54.000000], [152.000000,58.000000], [148.000000, 58.000000]]
1702;1.500000e+02;6.000000e+01;[[148.000000, 58.000000], [152.000000,58.000000], [152.000000,62.000000], [148.000000, 62.000000]]
1703;1.500000e+02;6.400000e+01;[[148.000000, 62.000000], [152.000000,62.000000], [152.000000,66.000000], [148.000000, 66.000000]]
1704;1.500000e+02;6.800000e+01;[[148.000000, 66.000000], [152.000000,66.000000], [152.000000,70.000000], [148.000000, 70.000000]]
1705;1.500000e+02;7.200000e+01;[[148.000000, 70.000000], [152.000000,70.000000], [152.000000,74.000000], [148.000000, 74.000000]]
1706;1.500000e+02;7.600000e+01;[[148.000000, 74.000000], [152.000000,74.000000], [152.000000,78.000000], [148.000000, 78.000000]]
1707;1.500000e+02;8.000000e+01;[[148.000000, 78.000000], [152.000000,78.000000], [152.000000,82.000000], [148.000000, 82.000000]]
1708;1.500000e+02;8.400000e+01;[[148.000000, 82.000000], [152.000000,82.000000], [152.000000,86.000000], [148.000000, 86.000000]]
1709;1.500000e+02;8.800000e+01;[[148.000000, 86.000000], [152.000000,86.000000], [152.000000,90.000000], [148.000000, 90.000000]]
1711;1.540000e+02;-8.400000e+01;[[152.000000, -86.000000], [156.000000,-86.000000], [156.000000,-82.000000], [152.000000, -82.000000]]
1712;1.540000e+02;-8.000000e+01;[[152.000000, -82.000000], [156.000000,-82.000000], [156.000000,-78.000000], [152.000000, -78.000000]]
1713;1.540000e+02;-7.600000e+01;[[152.000000, -78.000000], [156.000000,-78.000000], [156.000000,-74.000000], [152.000000, -74.000000]]
1714;1.540000e+02;-7.200000e+01;[[152.000000, -74.000000], [156.000000,-74.000000], [156.000000,-70.000000], [152.000000, -70.000000]]
1715;1.540000e+02;-6.800000e+01;[[152.000000, -70.000000], [156.000000,-70.000000], [156.000000,-66.000000], [152.000000, -66.000000]]
1716;1.540000e+02;-6.400000e+01;[[152.000000, -66.000000], [156.000000,-66.000000], [156.000000,-62.000000], [152.000000, -62.000000]]
1717;1.540000e+02;-6.000000e+01;[[152.000000, -62.000000], [156.000000,-62.000000], [156.000000,-58.000000], [152.000000, -58.000000]]
1718;1.540000e+02;-5.600000e+01;[[152.000000, -58.000000], [156.000000,-58.000000], [156.000000,-54.000000], [152.000000, -54.000000]]
1719;1.540000e+02;-5.200000e+01;[[152.000000, -54.000000], [156.000000,-54.000000], [156.000000,-50.000000], [152.000000, -50.000000]]
1720;1.540000e+02;-4.800000e+01;[[152.000000, -50.000000], [156.000000,-50.000000], [156.000000,-46.000000], [152.000000, -46.000000]]
1721;1.540000e+02;-4.400000e+01;[[152.000000, -46.000000], [156.000000,-46.000000], [156.000000,-42.000000], [152.000000, -42.000000]]
1722;1.540000e+02;-4.000000e+01;[[152.000000, -42.000000], [156.000000,-42.000000], [156.000000,-38.000000], [152.000000, -38.000000]]
1723;1.540000e+02;-3.600000e+01;[[152.000000, -38.000000], [156.000000,-38.000000], [156.000000,-34.000000], [152.000000, -34.000000]]
1724;1.540000e+02;-3.200000e+01;[[152.000000, -34.000000], [156.000000,-34.000000], [156.000000,-30.000000], [152.000000, -30.000000]]
1725;1.540000e+02;-2.800000e+01;[[152.000000, -30.000000], [156.000000,-30.000000], [156.000000,-26.000000], [152.000000, -26.000000]]
1726;1.540000e+02;-2.400000e+01;[[152.000000, -26.000000], [156.000000,-26.000000], [156.000000,-22.000000], [152.000000, -22.000000]]
1727;1.540000e+02;-2.000000e+01;[[152.000000, -22.000000], [156.000000,-22.000000], [156.000000,-18.000000], [152.000000, -18.000000]]
1728;1.540000e+02;-1.600000e+01;[[152.000000, -18.000000], [156.000000,-18.000000], [156.000000,-14.000000], [152.000000, -14.000000]]
1729;1.540000e+02;-1.200000e+01;[[152.000000, -14.000000], [156.000000,-14.000000], [156.000000,-10.000000], [152.000000, -10.000000]]
1730;1.540000e+02;-8.000000e+00;[[152.000000, -10.000000], [156.000000,-10.000000], [156.000000,-6.000000], [152.000000, -6.000000]]
1731;1.540000e+02;-4.000000e+00;[[152.000000, -6.000000], [156.000000,-6.000000], [156.000000,-2.000000], [152.000000, -2.000000]]
1732;1.540000e+02;0.000000e+00;[[152.000000, -2.000000], [156.000000,-2.000000], [156.000000,2.000000], [152.000000, 2.000000]]
1733;1.540000e+02;4.000000e+00;[[152.000000, 2.000000], [156.000000,2.000000], [156.000000,6.000000], [152.000000, 6.000000]]
1734;1.540000e+02;8.000000e+00;[[152.000000, 6.000000], [156.000000,6.000000], [156.000000,10.000000], [152.000000, 10.000000]]
1735;1.540000e+02;1.200000e+01;[[152.000000, 10.000000], [156.000000,10.000000], [156.000000,14.000000], [152.000000, 14.000000]]
1736;1.540000e+02;1.600000e+01;[[152.000000, 14.000000], [156.000000,14.000000], [156.000000,18.000000], [152.000000, 18.000000]]
1737;1.540000e+02;2.000000e+01;[[152.000000, 18.000000], [156.000000,18.000000], [156.000000,22.000000], [152.000000, 22.000000]]
1738;1.540000e+02;2.400000e+01;[[152.000000, 22.000000], [156.000000,22.000000], [156.000000,26.000000], [152.000000, 26.000000]]
1739;1.540000e+02;2.800000e+01;[[152.000000, 26.000000], [156.000000,26.000000], [156.000000,30.000000], [152.000000, 30.000000]]
1740;1.540000e+02;3.200000e+01;[[152.000000, 30.000000], [156.000000,30.000000], [156.000000,34.000000], [152.000000, 34.000000]]
1741;1.540000e+02;3.600000e+01;[[152.000000, 34.000000], [156.000000,34.000000], [156.000000,38.000000], [152.000000, 38.000000]]
1742;1.540000e+02;4.000000e+01;[[152.000000, 38.000000], [156.000000,38.000000], [156.000000,42.000000], [152.000000, 42.000000]]
1743;1.540000e+02;4.400000e+01;[[152.000000, 42.000000], [156.000000,42.000000], [156.000000,46.000000], [152.000000, 46.000000]]
1744;1.540000e+02;4.800000e+01;[[152.000000, 46.000000], [156.000000,46.000000], [156.000000,50.000000], [152.000000, 50.000000]]
1745;1.540000e+02;5.200000e+01;[[152.000000, 50.000000], [156.000000,50.000000], [156.000000,54.000000], [152.000000, 54.000000]]
1746;1.540000e+02;5.600000e+01;[[152.000000, 54.000000], [156.000000,54.000000], [156.000000,58.000000], [152.000000, 58.000000]]
1747;1.540000e+02;6.000000e+01;[[152.000000, 58.000000], [156.000000,58.000000], [156.000000,62.000000], [152.000000, 62.000000]]
1748;1.540000e+02;6.400000e+01;[[152.000000, 62.000000], [156.000000,62.000000], [156.000000,66.000000], [152.000000, 66.000000]]
1749;1.540000e+02;6.800000e+01;[[152.000000, 66.000000], [156.000000,66.000000], [156.000000,70.000000], [152.000000, 70.000000]]
1750;1.540000e+02;7.200000e+01;[[152.000000, 70.000000], [156.000000,70.000000], [156.000000,74.000000], [152.000000, 74.000000]]
1751;1.540000e+02;7.600000e+01;[[152.000000, 74.000000], [156.000000,74.000000], [156.000000,78.000000], [152.000000, 78.000000]]
1752;1.540000e+02;8.000000e+01;[[152.000000, 78.000000], [156.000000,78.000000], [156.000000,82.000000], [152.000000, 82.000000]]
1753;1.540000e+02;8.400000e+01;[[152.000000, 82.000000], [156.000000,82.000000], [156.000000,86.000000], [152.000000, 86.000000]]
1754;1.540000e+02;8.800000e+01;[[152.000000, 86.000000], [156.000000,86.000000], [156.000000,90.000000], [152.000000, 90.000000]]
1755;1.580000e+02;-8.800000e+01;[[156.000000, -90.000000], [160.000000,-90.000000], [160.000000,-86.000000], [156.000000, -86.000000]]
1756;1.580000e+02;-8.400000e+01;[[156.000000, -86.000000], [160.000000,-86.000000], [160.000000,-82.000000], [156.000000, -82.000000]]
1757;1.580000e+02;-8.000000e+01;[[156.000000, -82.000000], [160.000000,-82.000000], [160.000000,-78.000000], [156.000000, -78.000000]]
1758;1.580000e+02;-7.600000e+01;[[156.000000, -78.000000], [160.000000,-78.000000], [160.000000,-74.000000], [156.000000, -74.000000]]
1759;1.580000e+02;-7.200000e+01;[[156.000000, -74.000000], [160.000000,-74.000000], [160.000000,-70.000000], [156.000000, -70.000000]]
1760;1.580000e+02;-6.800000e+01;[[156.000000, -70.000000], [160.000000,-70.000000], [160.000000,-66.000000], [156.000000, -66.000000]]
1761;1.580000e+02;-6.400000e+01;[[156.000000, -66.000000], [160.000000,-66.000000], [160.000000,-62.000000], [156.000000, -62.000000]]
1762;1.580000e+02;-6.000000e+01;[[156.000000, -62.000000], [160.000000,-62.000000], [160.000000,-58.000000], [156.000000, -58.000000]]
1763;1.580000e+02;-5.600000e+01;[[156.000000, -58.000000], [160.000000,-58.000000], [160.000000,-54.000000], [156.000000, -54.000000]]
1764;1.580000e+02;-5.200000e+01;[[156.000000, -54.000000], [160.000000,-54.000000], [160.000000,-50.000000], [156.000000, -50.000000]]
1765;1.580000e+02;-4.800000e+01;[[156.000000, -50.000000], [160.000000,-50.000000], [160.000000,-46.000000], [156.000000, -46.000000]]
1766;1.580000e+02;-4.400000e+01;[[156.000000, -46.000000], [160.000000,-46.000000], [160.000000,-42.000000], [156.000000, -42.000000]]
1767;1.580000e+02;-4.000000e+01;[[156.000000, -42.000000], [160.000000,-42.000000], [160.000000,-38.000000], [156.000000, -38.000000]]
1768;1.580000e+02;-3.600000e+01;[[156.000000, -38.000000], [160.000000,-38.000000], [160.000000,-34.000000], [156.000000, -34.000000]]
1769;1.580000e+02;-3.200000e+01;[[156.000000, -34.000000], [160.000000,-34.000000], [160.000000,-30.000000], [156.000000, -30.000000]]
1770;1.580000e+02;-2.800000e+01;[[156.000000, -30.000000], [160.000000,-30.000000], [160.000000,-26.000000], [156.000000, -26.000000]]
1771;1.580000e+02;-2.400000e+01;[[156.000000, -26.000000], [160.000000,-26.000000], [160.000000,-22.000000], [156.000000, -22.000000]]
1772;1.580000e+02;-2.000000e+01;[[156.000000, -22.000000], [160.000000,-22.000000], [160.000000,-18.000000], [156.000000, -18.000000]]
1773;1.580000e+02;-1.600000e+01;[[156.000000, -18.000000], [160.000000,-18.000000], [160.000000,-14.000000], [156.000000, -14.000000]]
1774;1.580000e+02;-1.200000e+01;[[156.000000, -14.000000], [160.000000,-14.000000], [160.000000,-10.000000], [156.000000, -10.000000]]
1775;1.580000e+02;-8.000000e+00;[[156.000000, -10.000000], [160.000000,-10.000000], [160.000000,-6.000000], [156.000000, -6.000000]]
1776;1.580000e+02;-4.000000e+00;[[156.000000, -6.000000], [160.000000,-6.000000], [160.000000,-2.000000], [156.000000, -2.000000]]
1777;1.580000e+02;0.000000e+00;[[156.000000, -2.000000], [160.000000,-2.000000], [160.000000,2.000000], [156.000000, 2.000000]]
1778;1.580000e+02;4.000000e+00;[[156.000000, 2.000000], [160.000000,2.000000], [160.000000,6.000000], [156.000000, 6.000000]]
1779;1.580000e+02;8.000000e+00;[[156.000000, 6.000000], [160.000000,6.000000], [160.000000,10.000000], [156.000000, 10.000000]]
1780;1.580000e+02;1.200000e+01;[[156.000000, 10.000000], [160.000000,10.000000], [160.000000,14.000000], [156.000000, 14.000000]]
1781;1.580000e+02;1.600000e+01;[[156.000000, 14.000000], [160.000000,14.000000], [160.000000,18.000000], [156.000000, 18.000000]]
1782;1.580000e+02;2.000000e+01;[[156.000000, 18.000000], [160.000000,18.000000], [160.000000,22.000000], [156.000000, 22.000000]]
1783;1.580000e+02;2.400000e+01;[[156.000000, 22.000000], [160.000000,22.000000], [160.000000,26.000000], [156.000000, 26.000000]]
1784;1.580000e+02;2.800000e+01;[[156.000000, 26.000000], [160.000000,26.000000], [160.000000,30.000000], [156.000000, 30.000000]]
1785;1.580000e+02;3.200000e+01;[[156.000000, 30.000000], [160.000000,30.000000], [160.000000,34.000000], [156.000000, 34.000000]]
1786;1.580000e+02;3.600000e+01;[[156.000000, 34.000000], [160.000000,34.000000], [160.000000,38.000000], [156.000000, 38.000000]]
1787;1.580000e+02;4.000000e+01;[[156.000000, 38.000000], [160.000000,38.000000], [160.000000,42.000000], [156.000000, 42.000000]]
1788;1.580000e+02;4.400000e+01;[[156.000000, 42.000000], [160.000000,42.000000], [160.000000,46.000000], [156.000000, 46.000000]]
1789;1.580000e+02;4.800000e+01;[[156.000000, 46.000000], [160.000000,46.000000], [160.000000,50.000000], [156.000000, 50.000000]]
1790;1.580000e+02;5.200000e+01;[[156.000000, 50.000000], [160.000000,50.000000], [160.000000,54.000000], [156.000000, 54.000000]]
1791;1.580000e+02;5.600000e+01;[[156.000000, 54.000000], [160.000000,54.000000], [160.000000,58.000000], [156.000000, 58.000000]]
1792;1.580000e+02;6.000000e+01;[[156.000000, 58.000000], [160.000000,58.000000], [160.000000,62.000000], [156.000000, 62.000000]]
1793;1.580000e+02;6.400000e+01;[[156.000000, 62.000000], [160.000000,62.000000], [160.000000,66.000000], [156.000000, 66.000000]]
1794;1.580000e+02;6.800000e+01;[[156.000000, 66.000000], [160.000000,66.000000], [160.000000,70.000000], [156.000000, 70.000000]]
1795;1.580000e+02;7.200000e+01;[[156.000000, 70.000000], [160.000000,70.000000], [160.000000,74.000000], [156.000000, 74.000000]]
1796;1.580000e+02;7.600000e+01;[[156.000000, 74.000000], [160.000000,74.000000], [160.000000,78.000000], [156.000000, 78.000000]]
1797;1.580000e+02;8.000000e+01;[[156.000000, 78.000000], [160.000000,78.000000], [160.000000,82.000000], [156.000000, 82.000000]]
1798;1.580000e+02;8.400000e+01;[[156.000000, 82.000000], [160.000000,82.000000], [160.000000,86.000000], [156.000000, 86.000000]]
1799;1.580000e+02;8.800000e+01;[[156.000000, 86.000000], [160.000000,86.000000], [160.000000,90.000000], [156.000000, 90.000000]]
1800;1.620000e+02;-8.800000e+01;[[160.000000, -90.000000], [164.000000,-90.000000], [164.000000,-86.000000], [160.000000, -86.000000]]
1801;1.620000e+02;-8.400000e+01;[[160.000000, -86.000000], [164.000000,-86.000000], [164.000000,-82.000000], [160.000000, -82.000000]]
1802;1.620000e+02;-8.000000e+01;[[160.000000, -82.000000], [164.000000,-82.000000], [164.000000,-78.000000], [160.000000, -78.000000]]
1803;1.620000e+02;-7.600000e+01;[[160.000000, -78.000000], [164.000000,-78.000000], [164.000000,-74.000000], [160.000000, -74.000000]]
1804;1.620000e+02;-7.200000e+01;[[160.000000, -74.000000], [164.000000,-74.000000], [164.000000,-70.000000], [160.000000, -70.000000]]
1805;1.620000e+02;-6.800000e+01;[[160.000000, -70.000000], [164.000000,-70.000000], [164.000000,-66.000000], [160.000000, -66.000000]]
1806;1.620000e+02;-6.400000e+01;[[160.000000, -66.000000], [164.000000,-66.000000], [164.000000,-62.000000], [160.000000, -62.000000]]
1807;1.620000e+02;-6.000000e+01;[[160.000000, -62.000000], [164.000000,-62.000000], [164.000000,-58.000000], [160.000000, -58.000000]]
1808;1.620000e+02;-5.600000e+01;[[160.000000, -58.000000], [164.000000,-58.000000], [164.000000,-54.000000], [160.000000, -54.000000]]
1809;1.620000e+02;-5.200000e+01;[[160.000000, -54.000000], [164.000000,-54.000000], [164.000000,-50.000000], [160.000000, -50.000000]]
1810;1.620000e+02;-4.800000e+01;[[160.000000, -50.000000], [164.000000,-50.000000], [164.000000,-46.000000], [160.000000, -46.000000]]
1811;1.620000e+02;-4.400000e+01;[[160.000000, -46.000000], [164.000000,-46.000000], [164.000000,-42.000000], [160.000000, -42.000000]]
1812;1.620000e+02;-4.000000e+01;[[160.000000, -42.000000], [164.000000,-42.000000], [164.000000,-38.000000], [160.000000, -38.000000]]
1813;1.620000e+02;-3.600000e+01;[[160.000000, -38.000000], [164.000000,-38.000000], [164.000000,-34.000000], [160.000000, -34.000000]]
1814;1.620000e+02;-3.200000e+01;[[160.000000, -34.000000], [164.000000,-34.000000], [164.000000,-30.000000], [160.000000, -30.000000]]
1815;1.620000e+02;-2.800000e+01;[[160.000000, -30.000000], [164.000000,-30.000000], [164.000000,-26.000000], [160.000000, -26.000000]]
1816;1.620000e+02;-2.400000e+01;[[160.000000, -26.000000], [164.000000,-26.000000], [164.000000,-22.000000], [160.000000, -22.000000]]
1817;1.620000e+02;-2.000000e+01;[[160.000000, -22.000000], [164.000000,-22.000000], [164.000000,-18.000000], [160.000000, -18.000000]]
1818;1.620000e+02;-1.600000e+01;[[160.000000, -18.000000], [164.000000,-18.000000], [164.000000,-14.000000], [160.000000, -14.000000]]
1819;1.620000e+02;-1.200000e+01;[[160.000000, -14.000000], [164.000000,-14.000000], [164.000000,-10.000000], [160.000000, -10.000000]]
1820;1.620000e+02;-8.000000e+00;[[160.000000, -10.000000], [164.000000,-10.000000], [164.000000,-6.000000], [160.000000, -6.000000]]
1821;1.620000e+02;-4.000000e+00;[[160.000000, -6.000000], [164.000000,-6.000000], [164.000000,-2.000000], [160.000000, -2.000000]]
1822;1.620000e+02;0.000000e+00;[[160.000000, -2.000000], [164.000000,-2.000000], [164.000000,2.000000], [160.000000, 2.000000]]
1823;1.620000e+02;4.000000e+00;[[160.000000, 2.000000], [164.000000,2.000000], [164.000000,6.000000], [160.000000, 6.000000]]
1824;1.620000e+02;8.000000e+00;[[160.000000, 6.000000], [164.000000,6.000000], [164.000000,10.000000], [160.000000, 10.000000]]
1825;1.620000e+02;1.200000e+01;[[160.000000, 10.000000], [164.000000,10.000000], [164.000000,14.000000], [160.000000, 14.000000]]
1826;1.620000e+02;1.600000e+01;[[160.000000, 14.000000], [164.000000,14.000000], [164.000000,18.000000], [160.000000, 18.000000]]
1827;1.620000e+02;2.000000e+01;[[160.000000, 18.000000], [164.000000,18.000000], [164.000000,22.000000], [160.000000, 22.000000]]
1828;1.620000e+02;2.400000e+01;[[160.000000, 22.000000], [164.000000,22.000000], [164.000000,26.000000], [160.000000, 26.000000]]
1829;1.620000e+02;2.800000e+01;[[160.000000, 26.000000], [164.000000,26.000000], [164.000000,30.000000], [160.000000, 30.000000]]
1830;1.620000e+02;3.200000e+01;[[160.000000, 30.000000], [164.000000,30.000000], [164.000000,34.000000], [160.000000, 34.000000]]
1831;1.620000e+02;3.600000e+01;[[160.000000, 34.000000], [164.000000,34.000000], [164.000000,38.000000], [160.000000, 38.000000]]
1832;1.620000e+02;4.000000e+01;[[160.000000, 38.000000], [164.000000,38.000000], [164.000000,42.000000], [160.000000, 42.000000]]
1833;1.620000e+02;4.400000e+01;[[160.000000, 42.000000], [164.000000,42.000000], [164.000000,46.000000], [160.000000, 46.000000]]
1834;1.620000e+02;4.800000e+01;[[160.000000, 46.000000], [164.000000,46.000000], [164.000000,50.000000], [160.000000, 50.000000]]
1835;1.620000e+02;5.200000e+01;[[160.000000, 50.000000], [164.000000,50.000000], [164.000000,54.000000], [160.000000, 54.000000]]
1836;1.620000e+02;5.600000e+01;[[160.000000, 54.000000], [164.000000,54.000000], [164.000000,58.000000], [160.000000, 58.000000]]
1837;1.620000e+02;6.000000e+01;[[160.000000, 58.000000], [164.000000,58.000000], [164.000000,62.000000], [160.000000, 62.000000]]
1838;1.620000e+02;6.400000e+01;[[160.000000, 62.000000], [164.000000,62.000000], [164.000000,66.000000], [160.000000, 66.000000]]
1839;1.620000e+02;6.800000e+01;[[160.000000, 66.000000], [164.000000,66.000000], [164.000000,70.000000], [160.000000, 70.000000]]
1840;1.620000e+02;7.200000e+01;[[160.000000, 70.000000], [164.000000,70.000000], [164.000000,74.000000], [160.000000, 74.000000]]
1841;1.620000e+02;7.600000e+01;[[160.000000, 74.000000], [164.000000,74.000000], [164.000000,78.000000], [160.000000, 78.000000]]
1842;1.620000e+02;8.000000e+01;[[160.000000, 78.000000], [164.000000,78.000000], [164.000000,82.000000], [160.000000, 82.000000]]
1843;1.620000e+02;8.400000e+01;[[160.000000, 82.000000], [164.000000,82.000000], [164.000000,86.000000], [160.000000, 86.000000]]
1844;1.620000e+02;8.800000e+01;[[160.000000, 86.000000], [164.000000,86.000000], [164.000000,90.000000], [160.000000, 90.000000]]
1845;1.660000e+02;-8.800000e+01;[[164.000000, -90.000000], [168.000000,-90.000000], [168.000000,-86.000000], [164.000000, -86.000000]]
1846;1.660000e+02;-8.400000e+01;[[164.000000, -86.000000], [168.000000,-86.000000], [168.000000,-82.000000], [164.000000, -82.000000]]
1847;1.660000e+02;-8.000000e+01;[[164.000000, -82.000000], [168.000000,-82.000000], [168.000000,-78.000000], [164.000000, -78.000000]]
1848;1.660000e+02;-7.600000e+01;[[164.000000, -78.000000], [168.000000,-78.000000], [168.000000,-74.000000], [164.000000, -74.000000]]
1849;1.660000e+02;-7.200000e+01;[[164.000000, -74.000000], [168.000000,-74.000000], [168.000000,-70.000000], [164.000000, -70.000000]]
1850;1.660000e+02;-6.800000e+01;[[164.000000, -70.000000], [168.000000,-70.000000], [168.000000,-66.000000], [164.000000, -66.000000]]
